PlateID	WellLocation	replicateIdNumber	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	DistanceScore	pvalue	PercentageMissingPerRecord	microPlateID	XPlate	Well	Compound	Solvent	IRstatut	Category	XsplitColumn	AreaShapeNormalizedMoment00N	AreaShapeNormalizedMoment01N	AreaShapeNormalizedMoment10N	PlatewellN	AreaShapeNormalizedMoment00C	AreaShapeNormalizedMoment01C	AreaShapeNormalizedMoment10C	Wellnumber	Concentration	Raw_AreaShapeAreaN
1	b17	1	SAMPLE	Mitotane	-0.0351312219637521	-0.215657504657146	-1.13918792081764	0.937709919068213	1.38753188482425	0.466844253061825	-0.116764404188704	0.320385751929997	-1.39672993049283	1.35107103383963	0	0	1	Plate01	B17	Mitotane	DMSO	+ IR	Compounds	Plate01									1µM	2627.45454545455
1	c03	1	SAMPLE	Amitriptyline (hydrochloride)	0.815168310520826	-0.445804356796301	-0.232877632290575	-0.402978197139939	-0.318065976370368	-2.17553545367936	0.845335977745587	-0.136947101178863	-0.589526647048721	1.50094691046238	0	0	1	Plate01	C3	Amitriptyline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	2851.93851132686
1	c04	1	SAMPLE	Terfenadine	0.582312085858506	-0.271380118359972	0.844034571363548	0.831448338264318	0.210729130404246	-0.602007146277776	-0.320341097003965	1.63384889405714	0.401685630379912	1.33531382191125	0	0	1	Plate01	C4	Terfenadine	DMSO	+ IR	Compounds	Plate01									3µM	2670.74832214765
1	c05	1	SAMPLE	Terfenadine	0.210709273126457	-0.330270746514167	0.0894644284464913	0.463859023296342	0.0330536477320448	-0.704057962512037	0.67504025055811	-0.0586446860529411	-1.7039938053829	1.49642466640589	0	0	1	Plate01	C5	Terfenadine	DMSO	+ IR	Compounds	Plate01									3µM	2830.53821656051
1	c07	1	SAMPLE	Doxylamine (succinate)	0.897807423615264	0.0780139573234293	0.567587953430199	0.031605070281196	0.461145735509678	0.124261726886026	-0.117510364970826	0.748228939631319	-0.536166590679746	1.57280485578181	0	0	1	Plate01	C7	Doxylamine (succinate)	DMSO	+ IR	Compounds	Plate01									0.25µM	2760.89433962264
1	c13	1	SAMPLE	SR-3306	-0.270044146532883	0.202405048561132	0.295805214210624	0.511894470317963	0.268550870276321	-0.89428812194299	-0.914416702787494	1.11804711192881	-0.633259174688548	1.51444662724788	0	0	1	Plate01	C13	SR-3306	DMSO	+ IR	Compounds	Plate01									0.25µM	2680.40840840841
1	d02	1	SAMPLE	Amitriptyline (hydrochloride)	0.24991656082653	-0.549079494732408	0.244294330206492	0.625464810957849	-0.0756752365405755	-0.609862956310234	-0.14734963435651	0.783040095048427	-0.150592108558226	1.3608779567616	0	0	1	Plate01	D2	Amitriptyline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									1µM	2620.28802588997
1	d04	1	SAMPLE	Terfenadine	0.367723961564055	-0.278507029710281	-0.0242701350795909	0.70435686937632	-0.0966449398838058	-1.44814647899706	0.754779476207883	0.191250607922666	-0.313109128420008	1.4207035926846	0	0	1	Plate01	D4	Terfenadine	DMSO	+ IR	Compounds	Plate01									1µM	2843.99453551913
1	d05	1	SAMPLE	Terfenadine	0.622327500264898	0.139257131276484	0.636662853190553	0.701524190557197	0.156715159620527	-0.53085636127312	0.542226847097833	1.15441742028892	-2.37750558785172	1.64533408045023	0	0	1	Plate01	D5	Terfenadine	DMSO	+ IR	Compounds	Plate01									1µM	2963.26813880126
1	d10	1	SAMPLE	Norgestimate	0.527571811686481	0.109865011708363	0.578621344585634	0.010704759008872	0.678835719135399	-0.831356352251731	0.813783774399958	0.580923610791673	0.592235290986756	1.35489694370481	0	0	1	Plate01	D10	Norgestimate	DMSO	+ IR	Compounds	Plate01									1µM	2842.79166666667
1	d14	1	SAMPLE	Carbendazim	-0.395836057385697	-0.332669069752208	0.206031394031056	0.681883626215273	0.0265015491262268	-0.600640727738524	-0.44490814468178	0.847322120532895	-1.01820988199393	1.4648500086629	0	0	1	Plate01	D14	Carbendazim	DMSO	+ IR	Compounds	Plate01									1µM	2718.67258883249
1	d15	1	SAMPLE	Carbendazim	-0.641285439386554	-0.496364323939628	0.14236725782331	-0.43731472693653	0.15871051414484	-0.966791318718927	-0.831737544143553	1.24348572656514	-0.158564517382016	1.40317748530312	0	0	1	Plate01	D15	Carbendazim	DMSO	+ IR	Compounds	Plate01									1µM	2596.93095238095
1	d17	1	SAMPLE	Procarbazine (Hydrochloride)	-0.117973412204346	-0.325429295868033	-0.626728344059102	-0.0573800344299523	-0.232846280509837	-0.643714784229207	-0.0794253344163626	-0.28427067942312	-0.538789558161369	1.54550742385458	0	0	1	Plate01	D17	Procarbazine (Hydrochloride)	DMSO	+ IR	Compounds	Plate01									10µM	2758.83435582822
1	e07	1	SAMPLE	Roxithromycin	-0.161075139951594	0.258014755570144	0.161643449375362	-0.116805146339144	-0.0845078137142704	-0.286832791698751	0.166060501719306	0.0965289084306282	-1.05689463561623	1.57419494985377	0	0	1	Plate01	E7	Roxithromycin	DMSO	+ IR	Compounds	Plate01									3µM	2732.33625730994
1	e15	1	SAMPLE	Carbendazim	-0.132451495557867	-0.188793862902237	0.1279592545157	0.256189124242909	-0.167106441215266	-0.769596212720417	-0.332340085994659	-0.0559941858206534	-1.24387707374715	1.50514999936368	0	0	1	Plate01	E15	Carbendazim	DMSO	+ IR	Compounds	Plate01									0.25µM	2745.5702247191
