PlateID	WellLocation	replicateIdNumber	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	DistanceScore	pvalue	PercentageMissingPerRecord	microPlateID	XPlate	Well	Compound	Solvent	IRstatut	Category	XsplitColumn	AreaShapeNormalizedMoment00N	AreaShapeNormalizedMoment01N	AreaShapeNormalizedMoment10N	PlatewellN	AreaShapeNormalizedMoment00C	AreaShapeNormalizedMoment01C	AreaShapeNormalizedMoment10C	Wellnumber	Concentration	Raw_AreaShapeAreaN
1	b13	1	SAMPLE	SR-3306	0.431124991052966	0.50887644039568	0.894427270992186	-0.214457555956115	0.241635195585141	-0.0917048983573411	-0.276819166736058	-0.36341866928066	-0.0899652542859833	1.4358192922039	0.938405856272694	0	1	Plate01	B13	SR-3306	DMSO	+ IR	Compounds	Plate01									1µM	2931.02192982456
1	c02	1	SAMPLE	Amitriptyline (hydrochloride)	0.270149799294308	0.551948152307696	2.7200719374417	0.766619398821324	-0.563434223258678	0.206366132457807	0.101899646882803	-0.126270590638998	-0.364461896118752	1.3924743179994	0.938405856272694	0	1	Plate01	C2	Amitriptyline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3061.22943722944
1	c03	1	SAMPLE	Amitriptyline (hydrochloride)	0.196603843250902	0.0189741253259679	0.413822487527941	0.491111676290878	-0.913728013345736	-0.228172782544544	0.140645364569531	-0.351527209064476	0.092276333945736	1.51616978188822	0.938405856272694	0	1	Plate01	C3	Amitriptyline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	2900.7027027027
1	c04	1	SAMPLE	Terfenadine	0.402886901301497	0.562133680319437	-0.282379728515468	-0.268973684614076	0.265461499254508	0.41575040959737	0.153357431868539	-0.76358429681726	-0.176073152939139	1.38799132278193	0.938405856272694	0	1	Plate01	C4	Terfenadine	DMSO	+ IR	Compounds	Plate01									3µM	2858.8375
1	c05	1	SAMPLE	Terfenadine	0.43011799223107	0.318195662760131	0.679940266627359	-0.135065863164421	-0.950064372674837	0.710027963308101	0.435291963947735	-0.573593025531214	-0.0603693976651882	1.71868582201793	0.938405856272694	0	1	Plate01	C5	Terfenadine	DMSO	+ IR	Compounds	Plate01									3µM	2913.93087557604
1	c07	1	SAMPLE	Doxylamine (succinate)	0.462686968449248	0.114522648276775	1.78530954869431	-0.0318813172634696	-0.40776200145959	0.612357484900159	0.532450866054028	-0.0706369279180559	0.155567346041758	1.53453076744157	0.938405856272694	0	1	Plate01	C7	Doxylamine (succinate)	DMSO	+ IR	Compounds	Plate01									0.25µM	2853.44396551724
1	c13	1	SAMPLE	SR-3306	0.494623094280273	0.420294881706834	0.917169206622702	-0.454258718160437	-0.0822047928125475	0.857284210532207	0.129761728717352	-1.60294629491249	0.0705103606997379	1.52131304760122	0.938405856272694	0	1	Plate01	C13	SR-3306	DMSO	+ IR	Compounds	Plate01									0.25µM	2953.59154929577
1	c14	1	SAMPLE	Carbendazim	0.761921439705783	0.00603053511750096	-0.41064907729914	-0.267426888128872	-0.530487687701312	0.138191564526715	0.120575376693035	0.7021466484982	-0.314988192279056	1.37273446187597	0.938405856272694	0	1	Plate01	C14	Carbendazim	DMSO	+ IR	Compounds	Plate01									3µM	2808.68421052632
1	d02	1	SAMPLE	Amitriptyline (hydrochloride)	0.342165711284465	0.264927577320043	0.6784269424374	0.700736418302523	0.0379405985778086	-1.3588373716004	0.651407716704477	-1.22787390891014	-0.140986834515792	1.34716625277284	0.938405856272694	0	1	Plate01	D2	Amitriptyline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									1µM	2905.21576763485
1	d04	1	SAMPLE	Terfenadine	0.110240715512196	-0.0125330660269443	0.587951115326841	-0.0101125476471297	-0.382331218000175	-0.286845891277961	-0.10780028211917	-0.49622598451473	-0.161697963116463	1.57603346259231	0.938405856272694	0	1	Plate01	D4	Terfenadine	DMSO	+ IR	Compounds	Plate01									1µM	2840.47410358566
